category,displayName.text,formattedAddress,rating,id,types,userRatingCount,internationalPhoneNumber,googleMapsUri,websiteUri,photo_url,latitude,longitude
venue,Alua Verna | Wedding hall in Goa,"House No. 158, National Highway 17, Bypass Road, Near Verna Church Porie Bhatt, Verna, Goa 403722, India",4,ChIJzQBVhjO3vzsRn5tMrnRllKo,wedding,639,+91 87939 11580,https://maps.google.com/?cid=12291560834815794079,NAN,https://lh3.googleusercontent.com/place-photos/ADOriq2ZEIbzpe8H3Rrp1ipEfYqIlpVnHp4QsPkYU9--_NJo3lyqOMpQwRS7m7f0DJ6Dvij9S44SD2L4LIWzwKWVSXiEbxmj687Z23LbPs7RIlCh9MSlI79k5zMUGP1JFs3krEXjPKcSCyJ8Z-pfxg=s1600-w400,15.3476416,73.9325119
venue,George Bay,"Utorda Beach, Francis Pereira Ward, Utorda, Goa 403713, India",4.2,ChIJbRHjKPu2vzsRYEHo0qM_x0M,corporate,330,+91 81779 34884,https://maps.google.com/?cid=4883942293757247840,NAN,https://lh3.googleusercontent.com/places/ANXAkqHkXqqkNNtmUn_UGohjPVLNCXEuzy9RF2IH2NuWcmS7KpY_2JTTpvzRguHK1IuxjKL2lw6WMux3K7LCSnqWrQr3lHScxYbqfl0=s1600-w400,15.3205572,73.9007928
venue,Yeshwant Hall,"Verenkar Nagar, Shanti Nagar, Ponda, Goa 403401, India",4.3,ChIJuSsv4uW7vzsRCBoYgE2smfI,wedding,269,+91 96730 37998,https://maps.google.com/?cid=17481192877476813320,NAN,https://lh3.googleusercontent.com/place-photos/ADOriq2l41gMuvuSHeTZXyaNQEKtmy63zpShsPJsRsv5XwdXudSKXsnjTI5yHY6ACGNllkbb8a_piZkk6KVLhyxugPDwwptI3w5eucExd-dSZSCqloimP7o9F6wh5Pb6J1Az7ssESEHUqR3-pyhh=s1600-w400,15.3981737,74.00913
venue,Crystal Rocks,"Rd.Borim, Loutolim, Goa 403718, India",4,ChIJG2DBMkywvzsRrBp5E5noVyQ,birthday,604,+91 98331 41141,https://maps.google.com/?cid=2618817452493576876,https://instagram.com/_crystal_rocks__?igshid=1p1rndgys73ck,https://lh3.googleusercontent.com/place-photos/ADOriq3DcckuqDANXhkLtviZVFbna0PRMdIXmuv0CUzr0-4q2AG_NxA5XFqZ4Jpk5AJIb_AUOuSC9pjmCvnft5NgYiyGMEVSkw6sKrtaqsd-8oNd1HOXkoWDFMSAgRiWHXdK7JRbkVWRk0hmoBHP=s1600-w400,15.3406113,73.9978715
venue,Pilgaonkar's D'Lila Open Air & Banquet Hall,"JW6J+4FC, opp. to Dlila Family Dining Restaurant, Dicholi, Mulgaon, Goa 403504, India",4.4,ChIJ-3H-mx6VvzsRbSzWHGcXQnA,wedding,207,+91 99600 70065,https://maps.google.com/?cid=8089053612343700589,NAN,https://lh3.googleusercontent.com/place-photos/ADOriq3gxuIunporyL0QONBHN_fnIcIPOojx9SoMXP_M7Ok6j8Pt_NNshJEvOfrrat_C-5MTOFLW3pNzIa7s3gbJMq3Ogg6NsaXi7DnnCVRhpw_XWNS2Oh5oSQeFx_gG6Z_nx3680XMZrp6Bq7IGyEA=s1600-w400,15.6103246,73.9311533
venue,LaTara open air Venue,"Sanquelim–velguem–Surla-Usgao Rd, Sakhali housing board Colony, Harvale, Goa 403505, India",4.2,ChIJbUu5M8q9vzsRdN_mZ3oIrA0,birthday,38,+91 93729 91717,https://maps.google.com/?cid=985171740309512052,NAN,https://lh3.googleusercontent.com/place-photos/ADOriq1n5lUsvkB8hKimplNTuho9Dl-DA_5ac_Dvy5gmhkAZq5_RaRNF3djLePBqdRI1kKTMI0ffVoB8632L0hOkBuUS3zIP1h5LLIz0SOVF5d9_Ryp_Ep4rdqmM2l--_KR0ANHK6LRfW77XwY3WfA=s1600-w400,15.5580169,74.0218153
venue,Exotic Goa,"F4, 1st Floor, Osia Mall Bldg, Bus Stand, near KTC, Fatorda, Madgaon, Goa 403601, India",4.9,ChIJ-Uh7E-SzvzsRvctU6Ec6qms,corporate,149,+91 98229 71391,https://maps.google.com/?cid=7758077388614060989,http://exoticgoa.in/,https://lh3.googleusercontent.com/place-photos/ADOriq1tWpT1fs7xiDWiHTyeDSKyN-r9BNB-wksFU1jjUxSIPjC5zpv7p1CR1oc2r8uQ4I8kc4lKkgc8xZZdqm9wzRQ8C4rkfwv552HGl7P8wSMwCL70Ny8S6P0y2-B1pcFmu4JaCJwKZH2PCQLe=s1600-w400,15.2860634,73.9562465
venue,Panjim Convention Centre,"Vistar Estates, Opp. 4 Pillar Hotel, Mala Heritage Area, Mala, Panaji, Goa 403001, India",4.3,ChIJk7EPhpnAvzsRRBIU8YHW-Kg,corporate,1309,+91 77190 35111,https://maps.google.com/?cid=12175717446179885636,http://www.panjimconventioncentre.com/,https://lh3.googleusercontent.com/places/ANXAkqFp5dtEG6LT8N8CfAbThGN3-LOtIgxbR3G0x75-3L2Nn1B_RQNKeHz8zWaQtDWVQOZF9vlhP7VdhsXzCvR0gC_7s6c0m3-aYC8=s1600-w400,15.4877313,73.8321164
venue,The Dream Open Air Venue,"Agramorod Paroda Quepem Goa Agramorod, Quepem, Goa 403705, India",4.7,ChIJQ2tqDQCtvzsRlMolbbq1X78,wedding,18,+91 83908 27192,https://maps.google.com/?cid=13789940396331485844,NAN,https://lh3.googleusercontent.com/places/ANXAkqFq2nrclUWnTR-DLvRwfoWqyU6HXK5LWDcgKieABzjSFemW_oDWytMCtQROEFR9v7Z2J3Wcxm1C8y7l-m8z_PTGfTFP5tNijtI=s1600-w400,15.238444,74.031433
venue,Terminal Banquets,"St Inez Rd, Caculo Enclave, Santa Inez, Panaji, Goa 403001, India",4.5,ChIJ5SnnytPBvzsRvA8Q9obtCVE,wedding,36,+91 8048068352,https://maps.google.com/?cid=5839459555772207036,NAN,https://lh3.googleusercontent.com/places/ANXAkqFM3gwQ9MCDInMZZDXia_0OeZzp9yH7F7wZqKt3c1HYvrOhx8w1NMxr3aFsFJTpGrlu5ZBp9zIsvE9Ys9WSIxuhm3w2fFUKhg=s1600-w400,15.4864643,73.8177801
venue,Menezes Lawns Wedding Hall,"Mapusa – Moira - Aldona, Bastora, Guirim, Goa 403507, India",4.2,ChIJV7oe6tvqvzsR_mjUBMMotAM,wedding,416,+91 98229 01884,https://maps.google.com/?cid=266883095986465022,http://www.menezeslawns.com/,https://lh3.googleusercontent.com/place-photos/ADOriq1_yV1FeQ7Ysuc4o4DrcKBBSYmnF0cbGsxL6NPasXtedJEW1g4rMCRya-8T6K-vjgEkH7AcDxnmlpHLVBzJrgQSIOg3VKDP63feLRRbTI-NM_NSvi9EKtEIO59mLenZXlJaRJH_cpBbAxkutg=s1600-w400,15.5888149,73.8256496
